        x           y           z    distance         rho           p        temp     fnormal        ftau          cf          qn       fr_qn          St
 -0.9997E+00  0.1603E-01  0.5000E-02  0.9998E+00  0.5226E+00  0.5301E+05  0.3518E+03  0.5301E+05  0.1940E+00  0.7976E-05  0.4520E+04  0.4520E+04  0.1456E-02
 -0.9997E+00  0.1603E-01  0.1500E-01  0.1010E+01  0.5255E+00  0.5300E+05  0.3497E+03  0.5300E+05  0.1933E+00  0.7947E-05  0.4453E+04  0.4453E+04  0.1344E-02
 -0.9997E+00  0.1603E-01  0.2500E-01  0.1020E+01  0.5239E+00  0.5301E+05  0.3509E+03  0.5301E+05  0.1937E+00  0.7965E-05  0.4491E+04  0.4491E+04  0.1406E-02
