        x           y           z    distance         rho           p        temp     fnormal        ftau          cf          qn       fr_qn          St
 -0.9997E+00  0.1603E-01  0.5000E-02  0.9998E+00  0.5128E+00  0.5314E+05  0.3594E+03  0.5314E+05  0.1962E+00  0.8066E-05  0.4771E+04  0.4771E+04  0.2038E-02
 -0.9997E+00  0.1603E-01  0.1500E-01  0.1010E+01  0.5369E+00  0.5305E+05  0.3427E+03  0.5305E+05  0.1900E+00  0.7815E-05  0.4225E+04  0.4225E+04  0.1050E-02
 -0.9997E+00  0.1603E-01  0.2500E-01  0.1020E+01  0.5225E+00  0.5314E+05  0.3527E+03  0.5314E+05  0.1935E+00  0.7958E-05  0.4559E+04  0.4559E+04  0.1513E-02
