        x           y           z    distance         rho           p        temp     fnormal        ftau          cf          qn       fr_qn          St
 -0.9997E+00  0.1603E-01  0.5000E-02  0.9998E+00  0.6975E+00  0.5308E+05  0.2639E+03  0.5308E+05  0.4991E+00  0.2052E-04  0.7017E+04  0.7017E+04  0.5889E-03
 -0.9997E+00  0.1603E-01  0.1500E-01  0.1010E+01  0.6971E+00  0.5306E+05  0.2639E+03  0.5306E+05  0.4542E+00  0.1868E-04  0.5730E+04  0.5730E+04  0.4809E-03
 -0.9997E+00  0.1603E-01  0.2500E-01  0.1020E+01  0.6974E+00  0.5307E+05  0.2639E+03  0.5307E+05  0.4840E+00  0.1990E-04  0.6654E+04  0.6654E+04  0.5585E-03
