   1         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.1000E-04 TimeStep= 0.1679E-10 CpuPerStep= 0.8034E-01
   2         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.1000E-04 TimeStep= 0.1679E-10 CpuPerStep= 0.1889E+00
   3         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.1000E-04 TimeStep= 0.1679E-10 CpuPerStep= 0.2051E-01
   4         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.8000E+00 TimeStep= 0.1343E-05 CpuPerStep= 0.1783E-01
   5         LmaxRes= 0.3236E+04 L1Res= 0.7168E-03 CFL= 0.1250E+01 TimeStep= 0.2112E-05 CpuPerStep= 0.2554E-01
   6         LmaxRes= 0.3102E+04 L1Res= 0.1013E-02 CFL= 0.1800E+01 TimeStep= 0.3061E-05 CpuPerStep= 0.2716E-01
   7         LmaxRes= 0.2757E+04 L1Res= 0.1413E-02 CFL= 0.2450E+01 TimeStep= 0.4198E-05 CpuPerStep= 0.2833E-01
   8         LmaxRes= 0.2171E+04 L1Res= 0.1800E-02 CFL= 0.3200E+01 TimeStep= 0.5537E-05 CpuPerStep= 0.2591E-01
   9         LmaxRes= 0.1418E+04 L1Res= 0.2082E-02 CFL= 0.4050E+01 TimeStep= 0.7075E-05 CpuPerStep= 0.2828E-01
   10        LmaxRes= 0.1178E+04 L1Res= 0.2158E-02 CFL= 0.5000E+01 TimeStep= 0.8835E-05 CpuPerStep= 0.2749E-01
   20        LmaxRes= 0.4924E+03 L1Res= 0.1769E-02 CFL= 0.2000E+02 TimeStep= 0.4234E-04 CpuPerStep= 0.1740E-01
   30        LmaxRes= 0.1713E+03 L1Res= 0.1147E-02 CFL= 0.4500E+02 TimeStep= 0.1071E-03 CpuPerStep= 0.2164E-01
   40        LmaxRes= 0.7292E+02 L1Res= 0.8571E-03 CFL= 0.8000E+02 TimeStep= 0.2017E-03 CpuPerStep= 0.1328E-01
   50        LmaxRes= 0.4736E+02 L1Res= 0.7260E-03 CFL= 0.1250E+03 TimeStep= 0.3296E-03 CpuPerStep= 0.1620E-01
   60        LmaxRes= 0.3519E+02 L1Res= 0.6605E-03 CFL= 0.1800E+03 TimeStep= 0.4927E-03 CpuPerStep= 0.1389E-01
   70        LmaxRes= 0.2477E+02 L1Res= 0.6324E-03 CFL= 0.2450E+03 TimeStep= 0.6925E-03 CpuPerStep= 0.1758E-01
   80        LmaxRes= 0.1797E+02 L1Res= 0.6141E-03 CFL= 0.3200E+03 TimeStep= 0.9306E-03 CpuPerStep= 0.1605E-01
   90        LmaxRes= 0.1238E+02 L1Res= 0.6212E-03 CFL= 0.4050E+03 TimeStep= 0.1203E-02 CpuPerStep= 0.1555E-01
   100       LmaxRes= 0.8988E+01 L1Res= 0.6285E-03 CFL= 0.5000E+03 TimeStep= 0.1513E-02 CpuPerStep= 0.2193E-01
   110       LmaxRes= 0.5466E+01 L1Res= 0.6327E-03 CFL= 0.6050E+03 TimeStep= 0.1866E-02 CpuPerStep= 0.5481E-01
   120       LmaxRes= 0.5012E+01 L1Res= 0.6433E-03 CFL= 0.7200E+03 TimeStep= 0.2262E-02 CpuPerStep= 0.2213E-01
   130       LmaxRes= 0.5570E+01 L1Res= 0.6625E-03 CFL= 0.8450E+03 TimeStep= 0.2703E-02 CpuPerStep= 0.1630E-01
   140       LmaxRes= 0.9155E+01 L1Res= 0.6811E-03 CFL= 0.9800E+03 TimeStep= 0.3191E-02 CpuPerStep= 0.2722E-01
   150       LmaxRes= 0.8994E+01 L1Res= 0.6977E-03 CFL= 0.1125E+04 TimeStep= 0.3729E-02 CpuPerStep= 0.1590E-01
   160       LmaxRes= 0.1094E+02 L1Res= 0.7204E-03 CFL= 0.1280E+04 TimeStep= 0.4320E-02 CpuPerStep= 0.2223E-01
   170       LmaxRes= 0.1145E+02 L1Res= 0.7464E-03 CFL= 0.1445E+04 TimeStep= 0.4964E-02 CpuPerStep= 0.1670E-01
   180       LmaxRes= 0.1243E+02 L1Res= 0.7743E-03 CFL= 0.1620E+04 TimeStep= 0.5659E-02 CpuPerStep= 0.1605E-01
   190       LmaxRes= 0.1274E+02 L1Res= 0.8065E-03 CFL= 0.1805E+04 TimeStep= 0.6410E-02 CpuPerStep= 0.2487E-01
   200       LmaxRes= 0.1308E+02 L1Res= 0.8406E-03 CFL= 0.2000E+04 TimeStep= 0.7226E-02 CpuPerStep= 0.2522E-01
   210       LmaxRes= 0.1309E+02 L1Res= 0.8667E-03 CFL= 0.2205E+04 TimeStep= 0.8106E-02 CpuPerStep= 0.1555E-01
   220       LmaxRes= 0.1259E+02 L1Res= 0.8978E-03 CFL= 0.2420E+04 TimeStep= 0.9015E-02 CpuPerStep= 0.1460E-01
   230       LmaxRes= 0.1487E+02 L1Res= 0.9338E-03 CFL= 0.2645E+04 TimeStep= 0.9974E-02 CpuPerStep= 0.2255E-01
   240       LmaxRes= 0.1159E+02 L1Res= 0.9571E-03 CFL= 0.2880E+04 TimeStep= 0.1099E-01 CpuPerStep= 0.1397E-01
   250       LmaxRes= 0.1251E+02 L1Res= 0.9951E-03 CFL= 0.3125E+04 TimeStep= 0.1206E-01 CpuPerStep= 0.1935E-01
   260       LmaxRes= 0.9859E+01 L1Res= 0.1009E-02 CFL= 0.3380E+04 TimeStep= 0.1318E-01 CpuPerStep= 0.1444E-01
   270       LmaxRes= 0.1148E+02 L1Res= 0.1052E-02 CFL= 0.3645E+04 TimeStep= 0.1432E-01 CpuPerStep= 0.1454E-01
   280       LmaxRes= 0.9700E+01 L1Res= 0.1070E-02 CFL= 0.3920E+04 TimeStep= 0.1543E-01 CpuPerStep= 0.1787E-01
   290       LmaxRes= 0.1273E+02 L1Res= 0.1098E-02 CFL= 0.4205E+04 TimeStep= 0.1659E-01 CpuPerStep= 0.1467E-01
   300       LmaxRes= 0.8251E+01 L1Res= 0.1132E-02 CFL= 0.4500E+04 TimeStep= 0.1777E-01 CpuPerStep= 0.1659E-01
   310       LmaxRes= 0.1344E+02 L1Res= 0.1139E-02 CFL= 0.4805E+04 TimeStep= 0.1901E-01 CpuPerStep= 0.1496E-01
