        x           y           z    distance         rho           p        temp     fnormal        ftau          cf          qn       fr_qn          St
 -0.9997E+00  0.1603E-01  0.5000E-02  0.9998E+00  0.7570E+00  0.5703E+05  0.2613E+03  0.5703E+05  0.3499E+01  0.1439E-03  0.1339E+05  0.1339E+05  0.1100E-02
 -0.9997E+00  0.1603E-01  0.1500E-01  0.1010E+01  0.7403E+00  0.5578E+05  0.2613E+03  0.5577E+05  0.1795E+01  0.7383E-04  0.1081E+05  0.1081E+05  0.8876E-03
 -0.9997E+00  0.1603E-01  0.2500E-01  0.1020E+01  0.7558E+00  0.5695E+05  0.2613E+03  0.5694E+05  0.3373E+01  0.1387E-03  0.1351E+05  0.1351E+05  0.1110E-02
