       1   0.359E+04   -0.9997      0.1603E-01  0.1500E-01
    1000    6.11       -0.9844      0.1754      0.2500E-01
    2000    3.30       -0.9997      0.1603E-01  0.2500E-01
    3000   0.320       -0.9997      0.1603E-01  0.5000E-02
    4000   0.106         17.71       1.000      0.1500E-01
    5000   0.712E-01     23.21       1.000      0.1500E-01
    6000   0.489E-01     17.71       1.000      0.1500E-01
    7000   0.352E-01     20.30       1.000      0.1500E-01
    8000   0.316E-01     23.21       1.000      0.1500E-01
    9000   0.290E-01     30.00       1.000      0.1500E-01
   10000   0.250E-01   -0.9987      0.4806E-01  0.1500E-01
   11000   0.214E-01     33.90       1.000      0.1500E-01
   12000   0.205E-01     38.12       1.000      0.1500E-01
   13000   0.188E-01     42.67       1.000      0.1500E-01
   14000   0.156E-01     47.51       1.000      0.1500E-01
   15000   0.124E-01     47.51       1.000      0.1500E-01
   16000   0.938E-02     47.51       1.000      0.1500E-01
   17000   0.706E-02     47.51       1.000      0.1500E-01
   18000   0.506E-02     47.51       1.000      0.1500E-01
   19000   0.365E-02     47.51       1.000      0.1500E-01
   20000   0.260E-02     47.51       1.000      0.1500E-01
   21000   0.661E-02   -0.5046      0.8632      0.5000E-02
   22000   0.137E-02     47.51       1.000      0.1500E-01
   23000   0.989E-03     47.51       1.000      0.1500E-01
   24000   0.720E-03     47.51       1.000      0.1500E-01
   25000   0.218E-02   -0.6359      0.7716      0.1500E-01
   26000   0.378E-03     47.51       1.000      0.1500E-01
   27000   0.267E-03     47.51       1.000      0.1500E-01
   28000   0.189E-03     47.51       1.000      0.2500E-01
   29000   0.255E-02   -0.5851      0.8108      0.1500E-01
   30000   0.156E-03     47.51       1.000      0.2500E-01
   31000   0.153E-03   -0.7509      0.6603      0.2500E-01
   32000   0.135E-03   -0.2998      0.9539      0.5000E-02
   33000   0.124E-03     47.51       1.000      0.2500E-01
   34000   0.115E-03     47.51       1.000      0.2500E-01
   35000   0.623E-03   -0.7716      0.6359      0.2500E-01
   36000   0.783E-03   -0.7509      0.6603      0.5000E-02
   37000   0.327E-03   -0.7716      0.6359      0.1500E-01
   38000   0.187E-03   -0.2691      0.9630      0.2500E-01
   39000   0.829E-04     47.51       1.000      0.2500E-01
   40000   0.779E-04     47.51       1.000      0.2500E-01
   41000   0.336E-03   -0.7916      0.6108      0.5000E-02
   42000   0.112E-03   -0.7070      0.7070      0.1500E-01
   43000   0.607E-03   -0.2998      0.9539      0.1500E-01
   44000   0.667E-03   -0.4766      0.8790      0.5000E-02
   45000   0.575E-04     47.51       1.000      0.2500E-01
   46000   0.543E-04     47.51       1.000      0.2500E-01
   47000   0.512E-04     47.51       1.000      0.2500E-01
   48000   0.542E-02   -0.6108      0.7916      0.5000E-02
   49000   0.173E-02   -0.7293      0.6840      0.5000E-02
   50000   0.124E-02   -0.7716      0.6359      0.1500E-01
   51000   0.476E-04     2.068       1.000      0.1500E-01
