       1   0.359E+04   -0.9997      0.1603E-01  0.1500E-01
    1000    7.72       -0.9997      0.1603E-01  0.5000E-02
    2000   0.401       -0.9539      0.2998      0.5000E-02
    3000   0.122         23.21       1.000      0.1500E-01
    4000   0.856E-01   -0.9997      0.1603E-01  0.2500E-01
    5000   0.450E-01     26.44       1.000      0.2500E-01
    6000   0.324E-01     33.90       1.000      0.5000E-02
    7000   0.285E-01   -0.9997      0.1603E-01  0.1500E-01
    8000   0.192E-01     33.90       1.000      0.1500E-01
    9000   0.158E-01     42.67       1.000      0.1500E-01
   10000   0.136E-01     47.51       1.000      0.1500E-01
   11000   0.928E-02     47.51       1.000      0.1500E-01
   12000   0.572E-02     47.51       1.000      0.1500E-01
   13000   0.364E-02   -0.9540      0.2998      0.5000E-02
   14000   0.396E-02   -0.2998      0.9539      0.5000E-02
   15000   0.220E-02   -0.9540      0.2998      0.5000E-02
   16000   0.171E-02   -0.9540      0.2998      0.5000E-02
   17000   0.292E-02   -0.6108      0.7916      0.1500E-01
   18000   0.102E-02   -0.9540      0.2998      0.5000E-02
   19000   0.786E-03   -0.9540      0.2998      0.5000E-02
   20000   0.604E-03   -0.9540      0.2998      0.5000E-02
   21000   0.464E-03   -0.9540      0.2998      0.5000E-02
   22000   0.121E-02   -0.7716      0.6359      0.5000E-02
   23000   0.272E-03   -0.9540      0.2998      0.5000E-02
   24000   0.209E-03   -0.9540      0.2998      0.5000E-02
   25000   0.621E-03   -0.7716      0.6359      0.2500E-01
   26000   0.172E-03     38.12       1.000      0.2500E-01
   27000   0.212E-02   -0.7070      0.7070      0.5000E-02
   28000   0.304E-02   -0.6840      0.7293      0.5000E-02
   29000   0.139E-03     42.67       1.000      0.2500E-01
   30000   0.130E-03     42.67       1.000      0.2500E-01
   31000   0.122E-03     47.51       1.000      0.2500E-01
   32000   0.278E-03   -0.7916      0.6108      0.1500E-01
   33000   0.720E-03   -0.3302      0.9438      0.5000E-02
   34000   0.199E-03   -0.7293      0.6840      0.2500E-01
   35000   0.940E-04     47.51       1.000      0.2500E-01
   36000   0.882E-04     47.51       1.000      0.2500E-01
   37000   0.828E-04     47.51       1.000      0.2500E-01
   38000   0.152E-02   -0.7916      0.6108      0.2500E-01
   39000   0.731E-04     47.51       1.000      0.2500E-01
   40000   0.807E-04   -0.3900      0.9207      0.5000E-02
   41000   0.249E-03   -0.2381      0.9711      0.1500E-01
