        x           y           z    distance         rho           p        temp     fnormal        ftau          cf          qn       fr_qn          St
 -0.9997E+00  0.1603E-01  0.5000E-02  0.9998E+00  0.5237E+00  0.5300E+05  0.3510E+03  0.5300E+05  0.1936E+00  0.7960E-05  0.4492E+04  0.4492E+04  0.1407E-02
 -0.9997E+00  0.1603E-01  0.1500E-01  0.1010E+01  0.5242E+00  0.5300E+05  0.3506E+03  0.5300E+05  0.1935E+00  0.7956E-05  0.4482E+04  0.4482E+04  0.1391E-02
 -0.9997E+00  0.1603E-01  0.2500E-01  0.1020E+01  0.5239E+00  0.5300E+05  0.3508E+03  0.5300E+05  0.1935E+00  0.7959E-05  0.4487E+04  0.4487E+04  0.1400E-02
