        x           y           z    distance         rho           p        temp     fnormal        ftau          cf          qn       fr_qn          St
 -0.9997E+00  0.1603E-01  0.5000E-02  0.9998E+00  0.7114E+00  0.5413E+05  0.2639E+03  0.5413E+05  0.3538E+01  0.1455E-03  0.1824E+05  0.1824E+05  0.1530E-02
 -0.9997E+00  0.1603E-01  0.1500E-01  0.1010E+01  0.6970E+00  0.5303E+05  0.2639E+03  0.5303E+05  0.1204E+01  0.4950E-04  0.1354E+05  0.1354E+05  0.1136E-02
 -0.9997E+00  0.1603E-01  0.2500E-01  0.1020E+01  0.7059E+00  0.5371E+05  0.2639E+03  0.5371E+05  0.1990E+01  0.8183E-04  0.1684E+05  0.1684E+05  0.1413E-02
