   1         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.1000E-04 TimeStep= 0.1679E-10 CpuPerStep= 0.4876E-01
   2         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.1000E-04 TimeStep= 0.1679E-10 CpuPerStep= 0.2887E-01
   3         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.1000E-04 TimeStep= 0.1679E-10 CpuPerStep= 0.2010E-01
   4         LmaxRes= 0.3588E+04 L1Res= 0.5426E-03 CFL= 0.3200E+00 TimeStep= 0.5373E-06 CpuPerStep= 0.2152E-01
   5         LmaxRes= 0.3528E+04 L1Res= 0.6233E-03 CFL= 0.5000E+00 TimeStep= 0.8424E-06 CpuPerStep= 0.2117E-01
   6         LmaxRes= 0.3400E+04 L1Res= 0.7589E-03 CFL= 0.7200E+00 TimeStep= 0.1218E-05 CpuPerStep= 0.2183E-01
   7         LmaxRes= 0.3216E+04 L1Res= 0.9660E-03 CFL= 0.9800E+00 TimeStep= 0.1665E-05 CpuPerStep= 0.2201E-01
   8         LmaxRes= 0.2972E+04 L1Res= 0.1230E-02 CFL= 0.1280E+01 TimeStep= 0.2186E-05 CpuPerStep= 0.2161E-01
   9         LmaxRes= 0.2614E+04 L1Res= 0.1515E-02 CFL= 0.1620E+01 TimeStep= 0.2785E-05 CpuPerStep= 0.2149E-01
   10        LmaxRes= 0.2106E+04 L1Res= 0.1770E-02 CFL= 0.2000E+01 TimeStep= 0.3466E-05 CpuPerStep= 0.2163E-01
   20        LmaxRes= 0.7413E+03 L1Res= 0.1901E-02 CFL= 0.8000E+01 TimeStep= 0.1603E-04 CpuPerStep= 0.2489E-01
   30        LmaxRes= 0.3048E+03 L1Res= 0.1401E-02 CFL= 0.1800E+02 TimeStep= 0.4113E-04 CpuPerStep= 0.2527E-01
   40        LmaxRes= 0.1208E+03 L1Res= 0.9578E-03 CFL= 0.3200E+02 TimeStep= 0.7838E-04 CpuPerStep= 0.2087E+00
   50        LmaxRes= 0.5847E+02 L1Res= 0.7911E-03 CFL= 0.5000E+02 TimeStep= 0.1284E-03 CpuPerStep= 0.1460E-01
   60        LmaxRes= 0.4222E+02 L1Res= 0.6969E-03 CFL= 0.7200E+02 TimeStep= 0.1925E-03 CpuPerStep= 0.1421E-01
   70        LmaxRes= 0.2846E+02 L1Res= 0.6426E-03 CFL= 0.9800E+02 TimeStep= 0.2714E-03 CpuPerStep= 0.1305E-01
   80        LmaxRes= 0.2190E+02 L1Res= 0.6212E-03 CFL= 0.1280E+03 TimeStep= 0.3652E-03 CpuPerStep= 0.2074E-01
   90        LmaxRes= 0.1640E+02 L1Res= 0.6032E-03 CFL= 0.1620E+03 TimeStep= 0.4741E-03 CpuPerStep= 0.1652E-01
   100       LmaxRes= 0.1161E+02 L1Res= 0.6046E-03 CFL= 0.2000E+03 TimeStep= 0.5967E-03 CpuPerStep= 0.1282E-01
   110       LmaxRes= 0.8379E+01 L1Res= 0.6006E-03 CFL= 0.2420E+03 TimeStep= 0.7350E-03 CpuPerStep= 0.1301E-01
   120       LmaxRes= 0.5827E+01 L1Res= 0.6078E-03 CFL= 0.2880E+03 TimeStep= 0.8901E-03 CpuPerStep= 0.1403E-01
   130       LmaxRes= 0.4978E+01 L1Res= 0.6168E-03 CFL= 0.3380E+03 TimeStep= 0.1062E-02 CpuPerStep= 0.1299E-01
   140       LmaxRes= 0.4732E+01 L1Res= 0.6219E-03 CFL= 0.3920E+03 TimeStep= 0.1253E-02 CpuPerStep= 0.1714E-01
   150       LmaxRes= 0.4574E+01 L1Res= 0.6244E-03 CFL= 0.4500E+03 TimeStep= 0.1461E-02 CpuPerStep= 0.1664E-01
   160       LmaxRes= 0.5318E+01 L1Res= 0.6389E-03 CFL= 0.5120E+03 TimeStep= 0.1689E-02 CpuPerStep= 0.1307E-01
   170       LmaxRes= 0.5799E+01 L1Res= 0.6555E-03 CFL= 0.5780E+03 TimeStep= 0.1937E-02 CpuPerStep= 0.2143E-01
   180       LmaxRes= 0.8096E+01 L1Res= 0.6698E-03 CFL= 0.6480E+03 TimeStep= 0.2204E-02 CpuPerStep= 0.2240E-01
   190       LmaxRes= 0.8080E+01 L1Res= 0.6843E-03 CFL= 0.7220E+03 TimeStep= 0.2493E-02 CpuPerStep= 0.1299E-01
   200       LmaxRes= 0.9011E+01 L1Res= 0.6988E-03 CFL= 0.8000E+03 TimeStep= 0.2804E-02 CpuPerStep= 0.1553E-01
   210       LmaxRes= 0.9470E+01 L1Res= 0.7145E-03 CFL= 0.8820E+03 TimeStep= 0.3138E-02 CpuPerStep= 0.1340E-01
   220       LmaxRes= 0.1016E+02 L1Res= 0.7357E-03 CFL= 0.9680E+03 TimeStep= 0.3495E-02 CpuPerStep= 0.2278E-01
   230       LmaxRes= 0.1062E+02 L1Res= 0.7630E-03 CFL= 0.1058E+04 TimeStep= 0.3867E-02 CpuPerStep= 0.1324E-01
