       1   0.359E+04   -0.9997      0.1603E-01  0.1500E-01
    1000   0.708         7.384       1.000      0.1500E-01
    2000   0.186         20.30       1.000      0.1500E-01
    3000   0.115       -0.9987      0.4806E-01  0.2500E-01
    4000   0.475E-01     26.44       1.000      0.5000E-02
    5000   0.334E-01   -0.9077      0.4193      0.1500E-01
    6000   0.318E-01   -0.8466      0.5320      0.5000E-02
    7000   0.176E-01     47.51       1.000      0.5000E-02
    8000   0.131E-01     38.12       1.000      0.1500E-01
    9000   0.105E-01     47.51       1.000      0.1500E-01
   10000   0.678E-02     47.51       1.000      0.1500E-01
   11000   0.505E-02   -0.9540      0.2998      0.5000E-02
   12000   0.392E-02   -0.9540      0.2998      0.5000E-02
   13000   0.304E-02   -0.9540      0.2998      0.5000E-02
   14000   0.844E-02   -0.4766      0.8790      0.2500E-01
   15000   0.180E-02   -0.9540      0.2998      0.5000E-02
   16000   0.139E-02   -0.9540      0.2998      0.5000E-02
   17000   0.107E-02   -0.9540      0.2998      0.5000E-02
   18000   0.820E-03   -0.9540      0.2998      0.5000E-02
   19000   0.628E-03   -0.9540      0.2998      0.5000E-02
   20000   0.481E-03   -0.9540      0.2998      0.5000E-02
   21000   0.368E-03   -0.9540      0.2998      0.5000E-02
   22000   0.281E-03   -0.9540      0.2998      0.5000E-02
   23000   0.215E-03   -0.9540      0.2998      0.5000E-02
   24000   0.325E-03   -0.9997      0.1603E-01  0.5000E-02
   25000   0.177E-03     38.12       1.000      0.2500E-01
   26000   0.164E-03     38.12       1.000      0.2500E-01
   27000   0.153E-03     38.12       1.000      0.2500E-01
   28000   0.142E-03     42.67       1.000      0.2500E-01
   29000   0.133E-03     47.51       1.000      0.2500E-01
   30000   0.187E-03   -0.7293      0.6840      0.2500E-01
   31000   0.116E-03     47.51       1.000      0.2500E-01
   32000   0.532E-02   -0.6840      0.7293      0.1500E-01
   33000   0.102E-03     47.51       1.000      0.2500E-01
   34000   0.958E-04     47.51       1.000      0.2500E-01
   35000   0.898E-04     47.51       1.000      0.2500E-01
   36000   0.241E-03   -0.7716      0.6359      0.2500E-01
   37000   0.198E-03   -0.7509      0.6603      0.1500E-01
   38000   0.549E-03   -0.7716      0.6359      0.5000E-02
   39000   0.982E-04     2.068       1.000      0.5000E-02
